ID,제조사,모델,차량상태,배터리용량,구동방식,주행거리(km),보증기간(년),사고이력,연식(년),가격(백만원)
3950,5,9,2,56.359,0,89786,1,0,0,77.28
3951,6,1,1,70.963,0,14834,6,0,2,36.23
3952,2,4,2,69.15,1,72209,1,0,2,9.0
3953,2,2,2,58.162,0,99764,3,0,0,34.93
3954,1,18,2,46.0,2,134517,0,0,0,22.75
3955,3,13,2,46.169,1,118441,2,0,0,23.43
3956,3,13,0,90.0,1,7878,9,0,0,21.2
3957,3,0,0,90.0,1,668,10,0,0,48.6
3958,6,1,0,90.0,0,7233,8,0,0,40.48
3959,4,16,2,64.683,0,73424,2,0,0,151.3
3960,2,3,1,68.479,0,41665,7,0,1,36.92
3961,3,10,1,56.0,0,43411,5,0,0,27.21
3962,1,18,1,56.0,0,21815,3,0,0,23.93
3963,3,13,1,56.0,1,18371,5,0,0,22.26
3964,6,1,0,90.0,0,6655,7,0,0,33.23
3965,5,6,1,61.153,2,40651,3,0,0,53.87
3966,3,13,0,90.0,1,658,10,0,0,18.28
3967,4,15,2,76.093,0,174608,2,0,0,129.19
3968,1,19,2,63.56,2,149830,2,0,0,62.16
3969,3,0,0,90.0,0,6426,10,0,0,48.23
3970,5,6,0,90.0,2,4663,7,0,0,46.12
3971,3,10,1,58.982,0,19256,8,0,2,28.56
3972,5,8,2,69.253,0,58269,0,0,0,88.59
3973,2,2,0,90.0,0,8883,10,0,0,35.91
3974,0,11,0,90.0,0,5162,7,1,0,59.96
3975,5,8,0,99.8,0,3993,8,0,0,72.13
3976,0,12,1,78.28522999999991,0,21162,5,1,1,99.0
3977,4,14,0,90.0,0,650,2,0,0,95.58
3978,2,2,0,90.0,0,8083,9,0,0,35.78
3979,4,14,0,90.0,0,2927,2,0,0,96.08
3980,6,1,0,90.0,0,9576,8,0,0,39.43
3981,3,10,1,56.623,1,16632,7,0,1,28.85
3982,6,1,0,90.0,0,627,8,0,0,39.55
3983,2,5,0,90.0,1,6360,10,0,0,22.33
3984,3,13,2,48.093,1,154193,3,0,0,22.69
3985,4,14,0,90.0,0,2115,2,0,0,95.8
3986,3,0,0,90.0,0,3702,10,0,0,47.74
3987,3,13,2,50.096,1,88233,4,0,0,22.35
3988,0,11,0,90.0,0,2326,8,0,0,59.23
3989,0,17,2,68.532,0,101732,0,0,0,69.61
3990,2,2,1,68.479,0,36227,7,0,1,34.26
3991,1,19,1,71.841,0,14947,5,0,1,60.66
3992,0,12,2,78.2269999999999,0,129696,1,0,0,97.0
3993,0,17,1,77.46,0,22538,3,0,0,74.0
3994,6,1,0,90.0,0,1289,7,0,0,34.27
3995,2,5,1,68.488,1,11459,7,0,1,27.57
3996,0,11,0,90.0,0,5490,8,0,0,59.73
3997,0,17,1,84.05000000000011,0,46342,5,0,1,73.85
3998,3,0,0,90.0,0,4386,9,0,0,41.65
3999,2,5,0,90.0,1,2864,10,0,0,21.66
4000,0,17,1,77.46,0,12940,3,0,0,74.0
4001,5,8,1,86.29926000000006,0,13559,5,1,1,93.07
4002,1,20,0,90.0,2,2805,7,0,0,79.6
4003,4,16,0,91.42799999999994,0,8366,2,0,0,160.0
4004,0,17,2,65.791,0,135284,0,0,0,69.59
4005,3,10,2,46.169,0,136995,2,0,0,27.65
4006,0,17,0,91.2,0,9144,7,0,0,66.44
4007,2,3,1,68.479,0,43230,7,0,1,38.0
4008,6,1,2,60.272,0,120829,2,0,0,39.5
4009,4,14,2,61.994,0,142138,2,0,0,118.87
4010,0,17,2,65.791,0,81982,0,0,0,70.18
4011,1,19,1,74.834,0,44829,6,0,2,64.74
4012,5,8,0,96.0,0,7184,7,0,0,78.34
4013,3,0,0,90.0,1,4929,9,0,0,41.15
4014,2,5,2,68.488,1,183155,2,0,0,28.21
4015,3,13,1,58.982,1,12095,8,0,2,23.22
4016,2,3,1,65.739,0,43012,6,0,0,38.0
4017,1,20,0,90.0,0,8386,8,0,0,79.41
4018,2,5,2,68.488,1,145494,4,0,0,28.71
4019,2,3,0,90.0,0,3479,9,0,0,38.65
4020,4,15,0,90.0,0,9322,2,0,0,120.08
4021,1,19,1,74.834,0,43407,6,0,2,63.52
4022,1,19,2,56.234,0,110525,0,0,0,61.74
4023,3,10,2,50.096,1,50684,4,0,0,27.7
4024,3,13,0,90.0,1,856,10,0,0,17.02
4025,4,16,0,93.4,0,9213,2,0,0,160.05
4026,0,11,0,90.0,0,5625,7,0,0,59.42
4027,1,19,0,90.0,2,8001,8,0,0,65.7
4028,0,11,2,56.788,0,180656,0,0,0,56.0
4029,2,2,0,90.0,0,6613,9,0,0,35.58
4030,1,20,0,90.0,0,5997,7,0,0,80.25
4031,4,15,0,90.0,0,483,2,1,0,121.18
4032,0,17,0,95.0,0,7011,8,0,0,60.33
4033,5,7,2,72.139,0,97278,0,0,0,79.14
4034,0,11,2,61.619,0,92341,1,0,0,57.74
4035,6,1,0,90.0,0,6019,7,0,0,34.62
4036,6,1,2,55.547,0,116711,0,0,0,39.09
4037,5,9,2,51.94,0,195830,0,0,0,73.47
4038,3,0,0,90.0,1,2631,9,0,0,41.49
4039,0,17,2,71.388,0,146963,1,0,0,72.5
4040,1,20,0,90.0,2,9938,8,0,0,79.26
4041,3,13,2,50.096,0,199647,4,0,0,21.96
4042,3,10,2,46.169,1,81271,2,0,0,26.47
4043,0,12,0,90.0,0,997,7,0,0,100.0
4044,2,5,0,90.0,1,7428,10,0,0,21.55
4045,3,13,1,58.982,0,36388,8,0,2,24.09
4046,1,20,0,90.0,2,7550,7,0,0,80.21
4047,0,17,0,91.2,0,4597,7,0,0,64.99
4048,2,5,0,90.0,1,3200,9,0,0,23.94
4049,5,9,0,90.0,0,471,8,0,0,74.97
4050,0,12,1,78.227,0,34601,6,0,2,99.0
4051,1,18,1,56.0,2,31103,4,0,0,23.36
4052,4,14,0,90.0,0,6931,2,0,0,103.72
4053,2,3,2,55.836,0,180685,2,0,0,37.13
4054,5,6,1,66.355,2,43966,5,0,1,54.0
4055,2,2,1,63.11,0,37401,5,0,0,34.59
4056,4,15,2,76.093,0,176185,2,0,0,124.84
4057,6,1,0,90.0,0,69,7,1,0,34.05
4058,1,19,2,63.56,2,141829,2,0,0,62.23
4059,3,13,1,56.0,1,30508,6,0,0,23.53
4060,1,19,0,90.0,0,2563,8,1,0,64.77
4061,0,11,0,90.0,0,1593,8,1,0,60.0
4062,1,19,1,66.208,2,33670,3,0,0,63.5
4063,5,7,0,96.0,0,7684,7,0,0,69.64
4064,1,20,0,90.0,0,9123,7,0,0,80.7
4065,3,13,1,58.982,1,29575,8,0,2,23.26
4066,4,16,1,86.07700000000014,0,20352,0,0,2,159.72
4067,5,7,0,96.0,0,6660,7,0,0,68.74
4068,3,10,0,90.0,1,4103,9,0,0,23.67
4069,6,1,0,90.0,0,2719,8,0,0,40.38
4070,4,14,1,72.991,0,10377,0,0,2,121.44
4071,5,7,0,96.0,0,6843,7,0,0,69.13
4072,2,5,2,68.488,1,181499,4,0,0,27.71
4073,1,18,2,46.0,2,104701,1,0,0,23.2
4074,0,11,1,75.571,0,24556,6,0,2,53.77
4075,0,17,1,77.46,0,37527,3,0,0,73.99
4076,0,17,0,91.2,0,7673,7,0,0,65.64
4077,3,0,0,90.0,0,9524,9,0,0,39.79
4078,5,6,0,90.0,2,8566,7,0,0,47.53
4079,3,0,0,90.0,1,631,9,0,0,41.1
4080,1,20,0,90.0,0,804,8,0,0,79.94
4081,2,5,2,68.488,1,72787,1,0,0,27.23
4082,5,9,2,56.359,0,125723,1,0,0,75.68
4083,2,5,1,68.488,1,22006,8,0,2,28.72
4084,0,17,2,71.388,0,143699,1,0,0,72.21
4085,3,13,1,58.982,1,29030,8,0,2,23.31
4086,4,14,0,90.0,0,7242,2,0,0,103.25
4087,1,18,2,46.0,2,159697,0,0,0,21.86
4088,2,2,0,90.0,0,4934,9,0,0,35.82
4089,0,17,0,91.2,0,5862,7,0,0,64.96
4090,1,18,1,56.0,2,45320,3,0,0,23.26
4091,1,19,2,61.018,0,121996,1,0,0,62.12
4092,2,3,0,90.0,0,8914,9,0,0,37.96
4093,5,7,2,75.145,0,193508,1,0,0,82.37
4094,4,14,0,90.0,0,278,2,0,0,95.82
4095,2,3,0,90.0,0,2694,9,0,0,38.58
4096,0,12,0,90.0,0,6083,8,0,0,100.01
4097,2,2,2,60.585,0,73224,4,0,0,34.96
4098,0,17,1,84.05,0,43154,5,1,1,74.33
4099,2,3,0,90.0,0,287,10,0,0,38.96
4100,0,17,0,95.0,0,3387,8,0,0,59.92
4101,1,19,2,61.018,2,95094,1,0,0,62.52
4102,6,1,2,53.325,0,68010,0,0,0,39.58
4103,3,13,2,46.0,0,103754,1,0,0,23.41
4104,3,10,2,48.093,0,128984,3,0,0,27.67
4105,5,7,0,96.0,0,9039,7,0,0,70.73
4106,2,4,2,55.68,1,38294,1,0,2,22.5
4107,4,14,0,90.0,0,2668,2,0,0,96.5
4108,2,3,2,53.602,0,172653,1,0,0,37.22
4109,3,13,0,90.0,1,6338,9,0,0,19.66
4110,0,12,0,90.0,0,5897,8,0,0,100.0
4111,1,18,2,46.0,2,140575,0,0,0,22.75
4112,6,1,0,90.0,0,918,8,0,0,40.84
4113,5,6,2,51.94,2,181678,0,0,0,51.25
4114,0,17,2,65.791,0,151816,0,0,0,69.72
4115,4,15,0,90.0,0,2328,2,0,0,130.06
4116,2,5,1,68.488,1,21427,6,0,0,27.92
4117,3,10,1,56.623,0,34148,7,0,1,26.81
4118,2,4,1,62.81,1,40675,3,0,0,9.38
4119,5,8,2,72.139,0,91771,0,0,0,88.97
4120,0,11,0,90.0,0,3177,7,0,0,59.98
4121,3,0,0,90.0,1,7908,10,0,0,47.32
4122,2,3,0,90.0,0,8433,10,0,0,38.54
4123,6,1,0,90.0,0,3325,8,0,0,39.59
4124,4,14,1,72.991,0,47840,0,0,2,120.32
4125,1,18,2,46.0,0,103468,0,0,0,21.91
4126,2,3,0,90.0,0,2661,10,0,0,38.2
4127,2,5,0,90.0,1,6339,9,0,0,24.61
4128,3,10,2,46.169,0,116493,2,0,0,26.64
4129,6,1,0,90.0,0,6486,7,0,0,34.79
4130,0,11,2,61.619,0,153749,1,0,0,57.71
4131,1,18,1,56.0,2,13682,3,0,0,23.82
4132,3,13,0,90.0,0,2026,9,0,0,20.33
4133,4,16,0,93.39999999999984,0,761,2,0,0,160.0
4134,4,15,1,76.093,0,27439,2,0,0,132.0
4135,3,10,1,58.982,0,31074,8,0,2,28.54
4136,0,12,0,90.0,0,5819,7,0,0,100.51
4137,3,0,0,90.0,1,3577,10,0,0,46.95
4138,3,0,0,90.0,0,5227,10,0,0,47.4
4139,5,9,1,66.355,0,41579,5,0,1,74.23
4140,5,8,1,92.16,0,43133,6,0,2,83.64
4141,6,1,0,90.0,0,1295,8,0,0,41.18
4142,2,5,2,68.488,1,185944,1,0,0,26.86
4143,3,10,1,56.0,1,15961,6,0,0,28.17
4144,3,13,1,58.982,0,31389,8,0,2,23.42
4145,5,6,0,90.0,2,2979,8,0,0,54.94
4146,3,0,0,90.0,1,3927,10,0,0,48.52
4147,0,17,0,95.0,0,126,8,0,0,60.01
4148,1,19,1,74.834,0,21613,6,0,2,64.07
4149,4,14,0,90.0,0,6454,2,0,0,96.03
4150,2,5,1,68.488,1,43869,6,0,0,28.86
4151,3,13,1,58.982,0,24605,8,0,2,21.95
4152,6,1,2,55.547,0,78069,0,0,0,37.94
4153,5,9,1,66.355,0,35302,5,0,1,73.92
4154,3,0,0,90.0,1,7937,10,0,0,47.82
4155,3,10,1,58.982,1,42092,8,0,2,27.88
4156,3,10,0,90.0,0,73,9,0,0,24.75
4157,1,20,0,90.0,0,474,7,0,0,79.14
4158,2,4,2,52.46,1,63421,1,0,0,14.97
4159,3,0,0,90.0,1,7838,9,0,0,41.09
4160,5,9,1,66.355,0,25859,5,0,1,74.13
4161,4,14,0,90.0,0,512,2,0,0,95.78
4162,0,12,0,90.0,0,1804,7,0,0,100.0
4163,6,1,1,62.784,0,19032,3,1,0,41.45
4164,0,12,0,90.0,0,8286,8,0,0,100.12
4165,5,6,2,58.707,2,85577,2,0,0,52.72
4166,0,11,0,90.0,0,4732,7,0,0,60.0
4167,4,16,1,76.25118999999995,0,31141,2,0,0,159.12
4168,0,17,0,91.2,0,8800,7,0,0,64.95
4169,1,20,0,90.0,0,3409,7,0,0,80.43
4170,0,12,1,78.2269999999999,0,14803,6,0,2,99.87
4171,5,9,2,54.104,0,183071,0,0,0,73.15
4172,5,7,1,86.27980000000007,0,13857,5,0,1,83.88
4173,2,5,0,90.0,1,5521,10,0,0,20.86
4174,3,10,2,50.096,1,56744,4,0,0,28.56
4175,3,13,1,56.0,0,36212,6,0,0,22.22
4176,5,6,0,90.0,2,9295,7,0,0,46.07
4177,0,11,2,61.619,0,138579,1,0,0,57.68
4178,5,9,1,61.153,0,10416,3,0,0,78.56
4179,0,11,2,61.619,0,126813,1,0,0,57.7
4180,1,19,2,58.577,0,89219,0,0,0,59.93
4181,4,14,2,59.515,0,184821,2,0,0,118.38
4182,2,5,0,90.0,1,2072,10,0,0,22.58
4183,5,9,0,90.0,0,2130,8,0,0,74.8
4184,2,4,2,47.74,1,28709,1,0,2,15.39
4185,2,2,2,55.836,0,120405,2,0,0,34.28
4186,5,8,1,86.70448000000007,0,47509,5,0,1,93.86
4187,3,13,0,90.0,1,8625,10,0,0,16.68
4188,3,0,0,90.0,1,2624,10,0,0,48.53
4189,2,5,1,68.488,1,18314,6,0,0,27.36
4190,0,11,0,90.0,0,7443,8,0,0,59.29
4191,6,1,0,90.0,0,3839,7,0,0,33.79
4192,0,12,2,78.2269999999999,0,79386,0,0,0,94.32
4193,5,6,0,90.0,2,2371,7,0,0,46.28
4194,6,1,0,90.0,0,8734,7,0,0,34.18
4195,2,5,2,68.488,1,83884,3,0,0,27.45
4196,4,16,1,76.156,0,49857,2,0,0,159.09
4197,5,6,0,90.0,2,6923,7,1,0,47.76
4198,2,2,1,71.332,0,41973,8,0,2,34.19
4199,2,5,1,68.488,1,45519,8,0,2,28.82
4200,1,20,0,90.0,2,1554,8,0,0,79.49
4201,1,19,0,90.0,2,5289,7,0,0,65.32
4202,1,20,0,90.0,2,549,7,0,0,79.89
4203,0,17,0,95.0,0,7668,8,0,0,59.86
4204,0,12,0,90.0,0,8953,7,0,0,100.03
4205,1,19,2,63.56,2,89185,2,0,0,62.77
4206,3,0,0,90.0,1,5171,10,1,0,47.93
4207,4,14,2,54.849,0,83874,2,0,0,114.75
4208,5,8,2,69.253,0,70562,0,0,0,88.17
4209,6,1,1,70.963,0,12435,6,0,2,36.83
4210,1,18,2,46.0,0,65618,2,0,0,23.5
4211,2,3,2,58.162,0,114508,3,0,0,37.53
4212,1,19,1,71.841,0,17574,5,0,1,60.06
4213,6,1,0,90.0,0,3283,8,0,0,41.02
4214,1,20,0,90.0,2,9139,8,0,0,79.37
4215,1,19,1,66.208,2,23538,3,0,0,63.9
4216,3,10,1,56.0,1,20592,5,0,0,28.37
4217,1,19,0,90.0,2,8082,7,0,0,64.66
4218,2,3,1,68.479,0,48556,7,0,1,37.74
4219,4,16,1,76.156,0,11901,2,0,0,159.05
4220,0,11,0,90.0,0,6549,8,0,0,59.06
4221,1,19,2,63.56,0,136878,2,0,0,61.84
4222,1,18,0,90.0,2,8300,8,0,0,24.07
4223,0,11,1,75.571,0,46309,6,0,2,53.77
4224,5,7,0,96.0,0,3225,7,0,0,69.26
4225,5,6,0,90.0,2,1871,7,0,0,46.44
4226,1,18,2,46.0,0,149633,0,0,0,22.75
4227,3,0,0,90.0,1,7490,9,0,0,40.31
4228,1,19,2,58.577,0,180138,0,0,0,61.54
4229,4,14,1,72.991,0,48192,0,0,2,120.69
4230,0,11,1,69.646,0,27586,4,0,0,58.82
4231,2,3,0,90.0,0,8044,9,0,0,38.79
4232,2,5,1,68.488,1,10934,8,0,2,28.38
4233,2,3,0,90.0,0,2162,10,0,0,39.0
4234,0,17,0,91.2,0,9191,7,0,0,65.64
4235,5,8,1,87.14686000000009,0,33755,5,0,1,92.98
4236,1,19,2,56.234,2,177977,0,0,0,60.9
4237,1,19,2,56.234,2,117277,0,0,0,60.83
4238,1,20,0,90.0,2,7820,8,0,0,79.47
4239,4,15,1,76.093,0,49313,2,0,0,130.75
4240,6,1,2,57.861,0,196583,1,0,0,40.09
4241,3,10,1,56.0,0,32413,6,0,0,27.45
4242,1,18,2,46.0,0,133098,2,0,0,22.66
4243,3,13,1,56.0,1,34746,5,0,0,22.41
4244,0,17,2,71.388,0,50968,1,0,0,72.36
4245,3,0,0,90.0,1,7513,9,0,0,40.97
4246,1,19,2,61.018,0,151394,1,1,0,63.56
4247,5,8,0,96.0,0,3395,7,0,0,78.62
4248,1,20,0,90.0,2,2687,7,0,0,79.21
4249,3,0,0,90.0,1,3583,10,0,0,47.65
4250,2,3,0,90.0,0,5374,10,0,0,39.0
4251,0,17,0,95.0,0,9909,8,0,0,60.11
4252,5,6,0,90.0,2,709,8,0,0,54.91
4253,1,18,1,56.0,0,16134,5,0,1,24.0
4254,3,0,0,90.0,1,6654,10,0,0,48.46
4255,5,7,2,69.253,0,65389,0,0,0,78.78
4256,0,11,0,90.0,0,8204,8,0,0,59.39
4257,5,9,0,90.0,0,8913,7,0,0,64.03
4258,0,12,2,78.2269999999999,0,132041,0,0,0,94.0
4259,6,1,0,90.0,0,3459,7,0,0,34.78
4260,1,20,0,90.0,2,5125,7,0,0,79.4
4261,0,12,0,90.0,0,8242,8,0,0,100.0
4262,5,8,1,84.37440000000015,0,29549,4,0,0,92.91
4263,3,13,2,50.096,0,64671,4,0,0,22.56
4264,2,4,2,58.5,1,21649,1,0,0,12.09
4265,2,3,0,90.0,0,3922,9,0,0,38.95
4266,4,14,2,57.134,0,123845,2,0,0,114.54
4267,0,12,2,78.227,0,152559,1,0,0,97.63
4268,3,10,1,56.0,1,12687,5,0,0,28.73
4269,3,13,1,56.623,1,29745,7,0,1,22.3
4270,6,1,2,60.272,0,194055,2,0,0,39.91
4271,2,4,2,68.33667999999994,1,72654,1,0,1,23.77
4272,2,2,2,60.585,0,125316,4,0,0,34.53
4273,2,3,0,90.0,0,4905,10,0,0,39.0
4274,0,11,2,61.619,0,141649,1,0,0,57.63
4275,3,13,1,56.0,1,41295,6,1,0,23.39
4276,5,8,0,96.0,0,5825,7,0,0,78.02
4277,0,12,0,90.0,0,1832,8,0,0,100.09
4278,1,19,0,90.0,2,1146,7,0,0,65.33
4279,1,20,0,90.0,2,6247,7,0,0,79.72
4280,5,9,0,90.0,0,2200,8,0,0,73.99
4281,4,14,2,59.515,0,189249,2,0,0,117.81
4282,3,10,1,56.0,1,15277,6,0,0,27.53
4283,1,18,0,90.0,2,4733,8,0,0,24.82
4284,4,16,0,93.4,0,8497,2,0,0,160.07
4285,6,1,0,90.0,0,5656,8,0,0,40.65
4286,4,16,2,64.683,0,161364,2,0,0,151.47
4287,4,16,1,76.156,0,44877,2,0,0,159.05
4288,3,10,1,56.623,1,41483,7,0,1,28.88
4289,3,13,1,56.0,0,26580,5,1,0,22.22
4290,3,0,0,90.0,1,9744,9,0,0,40.54
4291,0,17,2,65.791,0,159647,0,0,0,70.23
4292,6,1,2,53.325,0,127736,0,0,0,38.19
4293,6,1,0,90.0,0,8436,7,0,0,33.73
4294,4,15,1,76.093,0,30734,1,0,1,131.99
4295,4,14,0,90.0,0,8484,2,0,0,95.42
4296,5,8,0,96.0,0,5301,7,0,0,79.09
4297,5,8,1,84.37440000000015,0,28303,4,0,0,94.2
4298,5,9,0,90.0,0,1320,7,0,0,64.77
4299,3,13,2,46.169,1,170281,2,0,0,22.16
4300,0,11,2,64.186,0,168292,2,0,0,57.8
4301,6,1,1,65.4,0,34663,4,0,0,41.01
4302,3,0,0,90.0,1,6613,9,0,0,41.64
4303,4,16,0,92.34599999999988,0,7440,2,0,0,160.03
4304,2,3,0,90.0,0,5406,9,0,0,38.58
4305,5,6,0,90.0,2,6167,8,0,0,54.49
4306,1,18,0,90.0,0,3750,7,0,0,24.84
4307,0,12,2,78.2269999999999,0,87180,0,0,0,94.93
4308,1,20,0,90.0,0,1705,8,0,0,80.14
4309,2,2,0,90.0,0,8086,9,0,0,36.0
4310,4,14,1,70.071,0,30511,1,0,1,120.94
4311,3,10,0,90.0,0,2266,9,0,0,23.78
4312,3,10,2,48.093,1,119143,3,0,0,27.06
4313,5,9,1,63.701,0,21338,4,0,0,76.99
4314,3,10,2,46.169,1,91661,2,0,0,27.47
4315,1,18,2,46.0,0,139978,1,0,0,22.95
4316,6,1,1,70.963,0,21411,6,0,2,37.45
4317,2,3,1,63.11,0,25668,5,0,0,37.07
4318,1,18,0,90.0,0,8645,8,1,0,24.92
4319,0,11,1,66.861,0,29437,3,0,0,59.0
4320,1,18,2,46.0,2,141080,0,0,0,22.55
4321,0,11,0,90.0,0,1365,8,0,0,59.9
4322,3,0,0,90.0,1,2488,9,0,0,40.38
4323,0,17,1,87.55199999999986,0,17439,6,0,2,74.17
4324,1,20,0,90.0,0,8600,7,0,0,79.23
4325,0,12,0,90.0,0,3590,8,0,0,100.4
4326,0,11,1,66.861,0,24585,3,1,0,58.65
4327,2,2,0,90.0,0,6196,10,0,0,34.92
4328,6,1,0,90.0,0,7491,7,0,0,34.73
4329,6,1,1,68.125,0,25940,5,0,1,41.53
4330,2,3,1,63.11,0,30985,5,0,0,38.0
4331,3,13,1,58.982,1,27793,8,0,2,23.38
4332,3,10,2,46.169,1,77649,2,0,0,26.71
4333,6,1,0,90.0,0,970,7,0,0,34.74
4334,0,17,1,84.05,0,21568,5,0,1,73.74
4335,6,1,0,90.0,0,7707,7,0,0,33.52
4336,4,14,0,90.0,0,9940,2,0,0,103.75
4337,1,19,1,66.208,0,38141,3,0,0,64.31
4338,3,13,2,46.0,0,153963,1,0,0,22.15
4339,0,17,2,74.362,0,175838,2,0,0,72.24
4340,1,20,0,90.0,2,4878,7,0,0,80.78
4341,5,7,1,84.935,0,14911,4,0,0,84.41
4342,2,3,1,65.739,0,21696,6,0,0,37.51
4343,0,12,0,90.0,0,3855,8,0,0,100.12
4344,1,19,0,90.0,0,5081,7,0,0,66.01
4345,2,3,0,90.0,0,1230,10,0,0,38.9
4346,1,18,1,56.0,2,11116,5,0,1,24.0
4347,1,19,1,66.208,0,31343,3,0,0,64.0
4348,5,8,2,78.276,0,125131,2,0,0,90.4
4349,1,20,0,90.0,2,5140,8,0,0,80.75
4350,5,7,0,96.0,0,2897,7,0,0,70.32
4351,6,1,1,70.963,0,25970,6,0,2,37.35
4352,5,9,1,61.153,0,18405,3,0,0,77.35
4353,3,13,1,58.982,0,14139,8,0,2,22.79
4354,1,18,0,90.0,2,6082,8,0,0,24.99
4355,4,15,2,76.093,0,166787,2,0,0,127.51
4356,2,3,0,90.0,0,1358,9,0,0,38.81
4357,5,9,1,66.355,0,29864,5,0,1,73.49
4358,3,13,2,46.0,1,101677,1,0,0,21.62
4359,3,0,0,90.0,1,3787,9,0,0,39.92
4360,1,19,1,66.208,2,26787,3,0,0,64.63
4361,1,18,0,90.0,2,6511,8,0,0,24.55
4362,4,16,1,76.15599999999996,0,29719,2,0,0,159.61
4363,6,1,0,90.0,0,5682,7,0,0,33.08
4364,0,17,1,87.552,0,42473,6,0,2,74.55
4365,4,15,1,76.093,0,21518,1,0,1,130.82
4366,5,7,0,96.0,0,205,7,0,0,69.69
4367,4,14,0,90.0,0,38,2,0,0,102.75
4368,3,13,2,46.169,1,86061,2,0,0,23.22
4369,1,18,1,56.0,0,10980,3,0,0,23.4
4370,1,19,1,71.841,2,33079,5,0,1,59.83
4371,3,10,1,58.982,0,39541,8,0,2,28.52
4372,3,0,0,90.0,0,5436,9,0,0,41.39
4373,5,7,0,99.8,0,6706,8,0,0,63.46
4374,0,11,1,72.548,0,10806,5,0,1,58.64
4375,5,8,0,99.8,0,8599,8,0,0,71.64
4376,5,8,0,99.8,0,7224,8,0,0,72.14
4377,2,5,1,68.488,1,40309,6,0,0,28.66
4378,6,1,0,90.0,0,5050,8,0,0,40.01
4379,6,1,0,90.0,0,2922,7,0,0,32.81
4380,3,0,0,90.0,1,5643,10,0,0,48.13
4381,3,10,2,48.093,0,149796,3,0,0,28.6
4382,4,16,0,93.4,0,9737,2,0,0,160.0
4383,4,14,2,54.849,0,185722,2,0,0,114.57
4384,3,13,2,46.169,1,102415,2,0,0,23.26
4385,2,5,2,68.488,1,198730,3,0,0,27.13
4386,3,10,2,48.093,1,116738,3,0,0,28.31
4387,4,16,0,93.4,0,5207,2,0,0,161.09
4388,2,3,0,90.0,0,3744,9,0,0,38.61
4389,1,18,1,56.0,2,34807,5,0,1,23.94
4390,1,19,1,66.208,0,48997,3,0,0,64.84
4391,5,7,2,72.139,0,105445,0,0,0,78.65
4392,6,1,0,90.0,0,5038,8,0,0,39.74
4393,5,8,0,96.0,0,4614,7,0,0,78.05
4394,2,2,0,90.0,0,6990,10,0,0,35.89
4395,0,11,1,66.861,0,23708,3,0,0,59.0
4396,0,17,0,91.2,0,1409,7,0,0,64.72
4397,3,13,2,46.169,0,170788,2,0,0,23.36
4398,5,8,0,96.0,0,8872,7,0,0,77.34
4399,0,17,1,80.68800000000009,0,22902,4,0,0,74.06
4400,5,9,1,69.12,0,11827,6,0,2,67.87
4401,2,2,2,55.836,0,111298,2,0,0,33.67
4402,1,20,0,90.0,0,2845,8,0,0,80.77
4403,2,2,2,55.836,0,56083,2,0,0,34.14
4404,4,14,1,72.991,0,47283,0,0,2,121.69
4405,0,11,1,75.571,0,20507,6,0,2,52.5
4406,3,0,0,90.0,1,4476,10,0,0,47.25
4407,2,2,1,68.479,0,12469,7,0,1,34.21
4408,2,5,1,68.488,1,49401,8,0,2,28.67
4409,3,0,0,90.0,0,2686,9,0,0,40.93
4410,6,1,0,90.0,0,9467,8,0,0,39.49
4411,4,14,1,70.071,0,45693,1,0,1,120.01
4412,1,18,1,56.0,2,35032,6,0,2,23.18
4413,4,16,2,64.683,0,60861,2,0,0,151.01
4414,5,7,2,72.139,0,112778,0,0,0,79.3
4415,2,2,0,90.0,0,530,10,0,0,36.0
4416,1,20,0,90.0,2,1814,8,0,0,79.54
4417,5,8,2,78.276,0,145417,2,0,0,91.25
4418,0,12,2,78.227,0,162547,2,0,0,97.04
4419,4,14,1,70.071,0,46519,1,0,1,120.62
4420,3,13,2,46.169,1,127940,2,0,0,23.01
4421,1,20,0,90.0,2,5310,8,0,0,80.32
4422,0,12,0,90.0,0,5863,7,0,0,100.02
4423,3,13,2,50.096,1,87654,4,0,0,23.45
4424,2,5,1,68.488,1,46766,5,0,0,27.18
4425,3,10,1,56.623,0,42199,7,0,1,27.46
4426,4,14,0,90.0,0,5749,2,0,0,103.54
4427,5,7,2,78.2759999999999,0,61956,2,0,0,81.47
4428,5,7,2,75.145,0,184076,1,0,0,80.48
4429,4,14,0,90.0,0,9840,2,0,0,95.74
4430,2,2,2,58.162,0,68513,3,0,0,34.67
4431,3,0,0,90.0,1,4091,9,0,0,40.44
4432,1,19,2,63.56,0,111591,2,0,0,63.26
4433,2,4,1,58.11,1,20977,3,0,1,23.01
4434,1,18,1,56.0,0,17974,6,0,2,24.0
4435,5,7,1,80.5517800000001,0,30154,3,0,0,82.37
4436,4,16,0,93.4,0,653,2,0,0,160.16
4437,5,9,0,90.0,0,9889,7,0,0,64.52
4438,3,13,2,48.093,1,108837,3,0,0,22.55
4439,4,16,1,86.07700000000014,0,24286,0,0,2,159.62
4440,5,6,1,61.153,2,45025,3,0,0,53.91
4441,1,20,0,90.0,2,9143,8,0,0,79.36
4442,3,10,2,50.096,1,51512,4,0,0,28.22
4443,0,17,0,91.2,0,5637,7,0,0,65.65
4444,6,1,1,65.4,0,20160,4,0,0,41.77
